"Desc","Link","Make","Model","Year","Engine.Cap","Transm","Mileage","Color","Car.Type","Updated","Price"
"2015 Perodua Myvi 1.3 ","/new-cars/2504799/2015-perodua-myvi-1-3-.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Silver","NewCar",2015-12-07,41070
"All New Myvi Premium X ","/new-cars/2563398/all-new-myvi-premium-x-.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Others","NewCar",2015-12-07,42700
"2015 Perodua Myvi 1.5 SE","/new-cars/2521321/2015-perodua-myvi-1-5-se.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-12-07,48100
"NEW AXIA O DOWNPAYMENT. MUKA O","/new-cars/2121420/new-axia-o-downpayment-muka-o.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Others","NewCar",2015-12-07,31500
"Perodua axia","/new-cars/2235822/perodua-axia.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Red","NewCar",2015-12-07,34027
" Perodua Axia","/new-cars/2422277/-perodua-axia.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Green","NewCar",2015-12-07,34027
"DISCOUNT RMXXXX* 2015 PERODUA MYVI More Free Gifts* Call Now** T n C Apply** MIss May Is Ready To Serve You Better ","/new-cars/2242645/discount-rmxxxx-2015-perodua-myvi-more-free-gifts-call-now-t-n-c-apply-miss-may-is-ready-to-serve-you-better-.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"Others","NewCar",2015-12-06,37000
"DISCOUNT RMXXXX* 2015 PERODUA ALZA (AT) More Free Gifts* Call Now** T n C Apply** MIss May Is Ready To Serve You Better ","/new-cars/2242639/discount-rmxxxx-2015-perodua-alza-at-more-free-gifts-call-now-t-n-c-apply-miss-may-is-ready-to-serve-you-better-.html","Perodua","Alza","2015","1500cc","Automatic",NA,"Others","NewCar",2015-12-06,50200
"2015 Perodua Axia 1.0 Special Edition Great Rebate","/new-cars/2626509/2015-perodua-axia-1-0-special-edition-great-rebate.html","Perodua","Axia","2015","998cc","Automatic",NA,"White","NewCar",2015-12-06,38432
"[YEAR ENDS GREAT PROMO]  2015 Perodua Myvi 1.3 Premium X READY STOCK ONLY AT RM43000*","/new-cars/2346213/-year-ends-great-promo-2015-perodua-myvi-1-3-premium-x-ready-stock-only-at-rm43000-.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Purple","NewCar",2015-12-05,43000
"PERODUA AXIA FULL LOAN .O.DOWNPAYMENT MUKA O","/new-cars/2121400/perodua-axia-full-loan-o-downpayment-muka-o.html","Perodua","Axia","2015","998cc","Manual",NA,"Others","NewCar",2015-12-05,23300
"New Perodua Myvi 1.5 SE","/new-cars/2573437/new-perodua-myvi-1-5-se.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-12-04,48100
"2015 Perodua AXIA 1.0 AT","/new-cars/2212707/2015-perodua-axia-1-0-at.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Red","NewCar",2015-12-03,33623
"2015 Perodua Myvi 1.5 AT","/new-cars/2212677/2015-perodua-myvi-1-5-at.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"Red","NewCar",2015-12-03,49368
"2015 Perodua Myvi 1.3 REBATE 2K AND GIFT","/new-cars/2465282/2015-perodua-myvi-1-3-rebate-2k-and-gift.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Others","NewCar",2015-12-01,44267
"2015 Perodua Myvi 1.3 XS Auto New FACELIFT","/new-cars/2490883/2015-perodua-myvi-1-3-xs-auto-new-facelift.html","Perodua","Myvi","2015","1300cc","Automatic",NA,"Others","NewCar",2015-12-01,49262
"2015 Perodua Myvi 1.5 SE PROMOTION,DISCOUNT RM5000 FREE REVERSE CAMERA","/new-cars/2123070/2015-perodua-myvi-1-5-se-promotion-discount-rm5000-free-reverse-camera.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Silver","NewCar",2015-12-01,48000
"2015 Perodua Myvi M600 1.3 XS FULL LOAN CASH REBATE","/new-cars/2507478/2015-perodua-myvi-m600-1-3-xs-full-loan-cash-rebate.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"White","NewCar",2015-11-28,49000
"2015 Perodua Axia ReADY STOCK","/new-cars/2388710/2015-perodua-axia-ready-stock.html","Perodua","Axia","2015","998cc","Automatic",NA,"Others","NewCar",2015-11-28,33037
"2015 Perodua Axia 998 G Hatchback","/new-cars/2527214/2015-perodua-axia-998-g-hatchback.html","Perodua","Axia","2015","998cc","Automatic",NA,"White","NewCar",2015-11-27,34027
"2015 Perodua Axia 998 G Hatchback","/new-cars/2514420/2015-perodua-axia-998-g-hatchback.html","Perodua","Axia","2015","998cc","Automatic",NA,"Others","NewCar",2015-11-27,34027
"2015 Perodua Myvi M600 1.5 SE Hatchback Discount rm2500","/new-cars/2527213/2015-perodua-myvi-m600-1-5-se-hatchback-discount-rm2500.html","Perodua","Myvi","2015","1495cc","Manual",NA,"Blue","NewCar",2015-11-27,53300
"2015 Perodua Alza 1.5 S","/new-cars/2496177/2015-perodua-alza-1-5-s.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-25,55832
"2015 Perodua Axia G (A) CRAZY YEAR END SALES","/new-cars/2569197/2015-perodua-axia-g-a-crazy-year-end-sales.html","Perodua","Axia","2015","998cc","Automatic",NA,"Others","NewCar",2015-11-25,31612
"PERODUA AXIA SE (A) READY STOCK 2 UNITS","/new-cars/2206682/perodua-axia-se-a-ready-stock-2-units.html","Perodua","Axia","2015","1000cc","Automatic",NA,"White","NewCar",2015-11-24,39637
"Oct-Discount 2.5k Ready Many unit 2015 Perodua Myvi 1.5 Advance Hatchback","/new-cars/2516667/oct-discount-2-5k-ready-many-unit-2015-perodua-myvi-1-5-advance-hatchback.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"White","NewCar",2015-11-24,57968
"Latest model 2015 Perodua Alza 1.5 S ","/new-cars/2514307/latest-model-2015-perodua-alza-1-5-s-.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-24,55832
"YEAR END SALE 2015 Perodua Alza 1.5 Advance","/new-cars/2516579/year-end-sale-2015-perodua-alza-1-5-advance.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Maroon","NewCar",2015-11-24,61400
"READY UNIT 2015 Perodua Axia 998 SE Hatchback","/new-cars/2516641/ready-unit-2015-perodua-axia-998-se-hatchback.html","Perodua","Axia","2015","998cc","Automatic",NA,"Yellow","NewCar",2015-11-24,39637
"2015 Perodua Alza 1.5 SE ","/new-cars/2401164/2015-perodua-alza-1-5-se-.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Maroon","NewCar",2015-11-24,56800
"2015 - Perodua AXIA SE (A) 1.0 ","/new-cars/2559711/2015-perodua-axia-se-a-1-0-.html","Perodua","Axia","2015","1000cc","Automatic",NA,"White","NewCar",2015-11-24,33188
"ALL NEW Perodua Axia *CALL NOW GET FOR CHEAPER PRICE*","/new-cars/2535225/all-new-perodua-axia-call-now-get-for-cheaper-price-.html","Perodua","Axia","2015","998cc","Automatic",NA,"White","NewCar",2015-11-24,32900
"2015 Perodua NEW Myvi 1.3 Premium X with zero downpayment","/new-cars/2052870/2015-perodua-new-myvi-1-3-premium-x-with-zero-downpayment.html","Perodua","Myvi","2015","1300cc","Automatic",NA,"Gold","NewCar",2015-11-21,45762
"2015 Perodua Alza 1.5 S Ready Stock Full Loan Cash Rebate","/new-cars/2507488/2015-perodua-alza-1-5-s-ready-stock-full-loan-cash-rebate.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-20,55832
"Perodua Myvi","/new-cars/2521698/perodua-myvi.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-20,44262
"2015 Perodua Axia ADvanced Ready Stock","/new-cars/2561115/2015-perodua-axia-advanced-ready-stock.html","Perodua","Axia","2015","998cc","Automatic",NA,"Blue","NewCar",2015-11-18,42000
"2015 - Perodua Myvi Advanced (A) 1.5 ","/new-cars/2559691/2015-perodua-myvi-advanced-a-1-5-.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"Orange","NewCar",2015-11-18,56228
"2015 - Perodua Alza Advanced (A) 1.5 ","/new-cars/2559677/2015-perodua-alza-advanced-a-1-5-.html","Perodua","Alza","2015","1500cc","Automatic",NA,"Red","NewCar",2015-11-18,59056
"2015 Perodua Myvi 1.3 O DOWNPAYMENT OTR","/new-cars/2484737/2015-perodua-myvi-1-3-o-downpayment-otr.html","Perodua","Myvi","2015","1300cc","Automatic",NA,"White","NewCar",2015-11-18,42500
"2015 Perodua AXIA 1.0 (A) FAST DELIVERY WITH FULL ACCESSORIES","/new-cars/2322915/2015-perodua-axia-1-0-a-fast-delivery-with-full-accessories.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Others","NewCar",2015-11-18,32600
"2015 - Perodua Myvi (A) 1.5 SE","/new-cars/2352610/2015-perodua-myvi-a-1-5-se.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"Others","NewCar",2015-11-17,53368
"2015 Perodua Alza 1.5 (A) SE WITH DISKAUN UP TO RM3200 OR ATTRACTIVE FREE GIFT","/new-cars/2121480/2015-perodua-alza-1-5-a-se-with-diskaun-up-to-rm3200-or-attractive-free-gift.html","Perodua","Alza","2015","1500cc","Automatic",NA,"Others","NewCar",2015-11-15,56132
"New Perodua Alza S, Free tint worth RM1899 ,smart tag, Full tank, Premium Free Gift","/new-cars/2514696/new-perodua-alza-s-free-tint-worth-rm1899-smart-tag-full-tank-premium-free-gift.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-14,55000
"2015 - Perodua AXIA AV (A) 1.0 ","/new-cars/2352616/2015-perodua-axia-av-a-1-0-.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Others","NewCar",2015-11-14,42377
"2015 - Perodua Alza SE (A) 1.5 ","/new-cars/2352599/2015-perodua-alza-se-a-1-5-.html","Perodua","Alza","2015","1500cc","Automatic",NA,"Others","NewCar",2015-11-14,59832
"2015 Perodua Axia 1.0 G  ZERO downpayment","/new-cars/2322875/2015-perodua-axia-1-0-g-zero-downpayment.html","Perodua","Axia","2015","998cc","Manual",NA,"Green","NewCar",2015-11-14,29600
"Year end sales 2015 Perodua Myvi1.3 G Hatchback","/new-cars/2516549/year-end-sales-2015-perodua-myvi1-3-g-hatchback.html","Perodua","Myvi","2015","1298cc","Manual",NA,"White","NewCar",2015-11-13,40862
"2015 - Perodua Myvi 1.3 G","/new-cars/2578764/2015-perodua-myvi-1-3-g.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"White","NewCar",2015-11-13,39775
"2015 - Perodua Myvi 1.5 Advance","/new-cars/2264771/2015-perodua-myvi-1-5-advance.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"Others","NewCar",2015-11-13,52668
"Affordable Perodua Alza ","/new-cars/2505303/affordable-perodua-alza-.html","Perodua","Alza","2015","1495cc","Automatic",NA,"White","NewCar",2015-11-12,55300
"2015 Perodua Myvi 1.5 Advance Hatchback","/new-cars/2192343/2015-perodua-myvi-1-5-advance-hatchback.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Others","NewCar",2015-11-11,56000
"2015 Perodua Alza 1.5 NEW XS FULL LOAN CASH REBATE","/new-cars/2490907/2015-perodua-alza-1-5-new-xs-full-loan-cash-rebate.html","Perodua","Alza","2015","1500cc","Automatic",NA,"Blue","NewCar",2015-11-09,55832
"2015 Perodua Axia E READY STOCK","/new-cars/2442285/2015-perodua-axia-e-ready-stock.html","Perodua","Axia","2015","998cc","Manual",NA,"Others","NewCar",2015-11-09,24437
"2015 Perodua Myvi 1.3 (A) G ICON FACELIFT WITH DISKAUN RM2900 OR ATTRACTIVE FREE GIFT","/new-cars/2121575/2015-perodua-myvi-1-3-a-g-icon-facelift-with-diskaun-rm2900-or-attractive-free-gift.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Others","NewCar",2015-11-09,40962
"2015 Perodua Myvi 1.3 (A) G ICON FACELIFT WITH DISKAUN RM2900 OR ATTRACTIVE FREE GIFT","/new-cars/2519376/2015-perodua-myvi-1-3-a-g-icon-facelift-with-diskaun-rm2900-or-attractive-free-gift.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Others","NewCar",2015-11-09,40962
"2015 - Perodua Alza 1.5 SE","/new-cars/2520330/2015-perodua-alza-1-5-se.html","Perodua","Alza","2015","1500cc","Automatic",NA,"Others","NewCar",2015-11-09,47467
"2015 - Perodua AXIA (A) 1.0 G","/new-cars/2352607/2015-perodua-axia-a-1-0-g.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Others","NewCar",2015-11-08,34027
"2015 Perodua Alza 1.5 Advance High Rebate Full Loan","/new-cars/2561058/2015-perodua-alza-1-5-advance-high-rebate-full-loan.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Red","NewCar",2015-11-07,65432
"2015 Perodua Myvi 1.5SE WITH CASH REBATE HIGH LOAN","/new-cars/2561126/2015-perodua-myvi-1-5se-with-cash-rebate-high-loan.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-07,54832
"*25 FREE Gifts*Year End Promotion* 2015 Perodua Axia 1.0 Advance & SE Version","/new-cars/2570627/-25-free-gifts-year-end-promotion-2015-perodua-axia-1-0-advance-se-version.html","Perodua","Axia","2015","998cc","Automatic",NA,"Red","NewCar",2015-12-11,42377
"*26 FREE Gifts*Year End Promotion* 2015 Perodua Myvi 1.5 SE","/new-cars/2568228/-26-free-gifts-year-end-promotion-2015-perodua-myvi-1-5-se.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"White","NewCar",2015-12-11,49868
"Perodua AXIA 1.0 AT GREAT OFFER FREE GIFT","/new-cars/2368273/perodua-axia-1-0-at-great-offer-free-gift.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Silver","NewCar",2015-11-06,34000
"2015 PERODUA AXIA GREAT PROMOTION-FREE BOOKING LOW INTEREST AND FAST STOCK ","/new-cars/1777259/2015-perodua-axia-great-promotion-free-booking-low-interest-and-fast-stock-.html","Perodua","Axia","2014","-","Automatic",NA,"Red","NewCar",2015-11-06,41900
"2015 Perodua Myvi 1,5 SE (A) DISC RM3500 RM3500 RM3500 ","/new-cars/2563427/2015-perodua-myvi-1-5-se-a-disc-rm3500-rm3500-rm3500-.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-06,49900
"MYVI XS 1.3 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566398/myvi-xs-1-3-a-rm0-dp-smart-tag-hamper.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Gold","NewCar",2015-11-06,48600
"MYVI STD 1.3 (A).RM0 DP.SMART TAG.HAMPER ","/new-cars/2566341/myvi-std-1-3-a-rm0-dp-smart-tag-hamper-.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Silver","NewCar",2015-11-06,42300
"AXIA SE 1.0 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566697/axia-se-1-0-a-rm0-dp-smart-tag-hamper.html","Perodua","Axia","2015","998cc","Automatic",NA,"Yellow","NewCar",2015-11-06,39400
"ALZA STD S 1.5 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566632/alza-std-s-1-5-a-rm0-dp-smart-tag-hamper.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-06,55100
"MYVI SE 1.5 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566557/myvi-se-1-5-a-rm0-dp-smart-tag-hamper.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Orange","NewCar",2015-11-06,49400
"2015 - Perodua Alza Standard (A) 1.5 ","/new-cars/2352601/2015-perodua-alza-standard-a-1-5-.html","Perodua","Alza","2015","1500cc","Automatic",NA,"Others","NewCar",2015-11-05,55832
"2015 Perodua Axia GVERSION Ready stock","/new-cars/2540864/2015-perodua-axia-gversion-ready-stock.html","Perodua","Axia","2015","998cc","Automatic",NA,"Others","NewCar",2015-11-05,34027
"MYVI PRE X 1.3 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566369/myvi-pre-x-1-3-a-rm0-dp-smart-tag-hamper.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Gold","NewCar",2015-11-05,43800
"AXIA ADV 1.0 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566316/axia-adv-1-0-a-rm0-dp-smart-tag-hamper.html","Perodua","Axia","2015","998cc","Automatic",NA,"Red","NewCar",2015-11-05,41700
"ALZA SE 1.5 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566659/alza-se-1-5-a-rm0-dp-smart-tag-hamper.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Red","NewCar",2015-11-05,58300
"ALZA ADV 1.5 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566679/alza-adv-1-5-a-rm0-dp-smart-tag-hamper.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Red","NewCar",2015-11-05,60900
"MYVI ADV 1.5 (A).RM0 DP.SMART TAG.HAMPER","/new-cars/2566609/myvi-adv-1-5-a-rm0-dp-smart-tag-hamper.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-05,57400
"Perodua Myvi 1.3 (AT) 2015 FULL LOAN FAST DELIVERY FAST LOAN","/new-cars/2546858/perodua-myvi-1-3-at-2015-full-loan-fast-delivery-fast-loan.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Maroon","NewCar",2015-11-05,39700
"Perodua Myvi Cheras  Kajang","/new-cars/2563857/perodua-myvi-cheras-kajang.html","Perodua","Myvi","2015","1300cc","Automatic",NA,"White","NewCar",2015-12-01,48862
"PERODUA ALZA CHERAS KAJANG","/new-cars/2493022/perodua-alza-cheras-kajang.html","Perodua","Alza","2015","1500cc","Automatic",NA,"Blue","NewCar",2015-11-04,55832
"AMAZING 1 MALAYSIA PERODUA MYVI SPORT EDITION","/new-cars/2228534/amazing-1-malaysia-perodua-myvi-sport-edition.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"Blue","NewCar",2015-11-04,48000
"2015 Perodua AXIA 1.0 AV","/new-cars/2269531/2015-perodua-axia-1-0-av.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Red","NewCar",2015-11-03,42377
"2015 Perodua Axia G SILVER READY STOCK","/new-cars/2448777/2015-perodua-axia-g-silver-ready-stock.html","Perodua","Axia","2015","998cc","Automatic",NA,"Silver","NewCar",2015-11-03,33037
"PERODUA MYVI 1.5 ADVANCE - Best of The Best Deal","/new-cars/2439867/perodua-myvi-1-5-advance-best-of-the-best-deal.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-03,58368
"New Perodua Myvi 1.5 No L3sen CT0S Welcome","/new-cars/2451367/new-perodua-myvi-1-5-no-l3sen-ct0s-welcome.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Others","NewCar",2015-11-02,50468
"New Perodua Myvi 1.3 No L3sen CT0S Welcome","/new-cars/2451357/new-perodua-myvi-1-3-no-l3sen-ct0s-welcome.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"White","NewCar",2015-11-02,42662
"2015 - Perodua Myvi 1.3","/new-cars/2520315/2015-perodua-myvi-1-3.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"Others","NewCar",2015-11-02,36983
"2015 Perodua Myvi M600 1.5 SE Hatchback","/new-cars/2561409/2015-perodua-myvi-m600-1-5-se-hatchback.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"White","NewCar",2015-11-02,48168
"2015 Perodua Myvi 1.5 SE PROMOTION and FREE GIFTS ","/new-cars/2549016/2015-perodua-myvi-1-5-se-promotion-and-free-gifts-.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-11-26,52900
"2015 Perodua Alza 1.5 Advance Version Year End Deals","/new-cars/2561402/2015-perodua-alza-1-5-advance-version-year-end-deals.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Silver","NewCar",2015-11-02,59432
"[CASH REBATE OR FREE GIFTS] 2015 Perodua Axia 1.0 Standard G Auto","/new-cars/2350482/-cash-rebate-or-free-gifts-2015-perodua-axia-1-0-standard-g-auto.html","Perodua","Axia","2015","998cc","Automatic",NA,"Blue","NewCar",2015-11-02,33700
"PERODUA AXIA  1.0 cc BRAND NEW  MODEL OPEN FOR BOOKING","/new-cars/1710525/perodua-axia-1-0-cc-brand-new-model-open-for-booking.html","Perodua","Axia","2014","-","Automatic",NA,"White","NewCar",2015-11-01,32800
"2014 Perodua AXIA   1.0 C.C MANUAL OPEN FOR BOOKING","/new-cars/1710566/2014-perodua-axia-1-0-c-c-manual-open-for-booking.html","Perodua","Axia","2014","-","Automatic",NA,"Green","NewCar",2015-11-01,29800
"2015 Perodua Axia (Advance)","/new-cars/2506534/2015-perodua-axia-advance-.html","Perodua","Axia","2015","998cc","Automatic",NA,"Red","NewCar",2015-10-31,40900
"Perodua Alza 1.5 (AT) 2015 FULL LOAN FAST LOAN FAST DELIVERY","/new-cars/2546897/perodua-alza-1-5-at-2015-full-loan-fast-loan-fast-delivery.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Maroon","NewCar",2015-10-29,50200
"Perodua Alza 1.5 SE Full Loan 2015","/new-cars/2232518/perodua-alza-1-5-se-full-loan-2015.html","Perodua","Alza","2015","1495cc","Manual",NA,"Maroon","NewCar",2015-10-29,55000
"Perodua Myvi 1.5 Full Loan 2015","/new-cars/2230211/perodua-myvi-1-5-full-loan-2015.html","Perodua","Myvi","2015","1495cc","Manual",NA,"Others","NewCar",2015-10-29,56600
"Perodua Axia 1.0 (AT) 2015 FAST DELIVERY FULL LOAN FAST LOAN","/new-cars/2546809/perodua-axia-1-0-at-2015-fast-delivery-full-loan-fast-loan.html","Perodua","Axia","2015","998cc","Automatic",NA,"Blue","NewCar",2015-10-28,30300
"Perodua Axia G Full Loan 2015","/new-cars/2230233/perodua-axia-g-full-loan-2015.html","Perodua","Axia","2015","998cc","Manual",NA,"Green","NewCar",2015-10-28,29000
" Perodua Axia E Full Loan 2015","/new-cars/2230231/-perodua-axia-e-full-loan-2015.html","Perodua","Axia","2015","998cc","Manual",NA,"White","NewCar",2015-10-28,24000
"2015 Perodua AXIA 1.0 READY STOCK","/new-cars/2421595/2015-perodua-axia-1-0-ready-stock.html","Perodua","Axia","2015","1000cc","Automatic",NA,"Others","NewCar",2015-10-27,42637
"2015 Perodua Myvi 1.5 S.E Full Loan (New)","/new-cars/2230235/2015-perodua-myvi-1-5-s-e-full-loan-new-.html","Perodua","Myvi","2015","1495cc","Manual",NA,"Orange","NewCar",2015-10-27,48700
"Cheapest in town 2015 Perodua Alza 1.5 S","/new-cars/2496404/cheapest-in-town-2015-perodua-alza-1-5-s.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-12-11,55832
"2015 Perodua Myvi Premiun X Rebate 2k Full Loan","/new-cars/2476124/2015-perodua-myvi-premiun-x-rebate-2k-full-loan.html","Perodua","Myvi","2015","1298cc","Automatic",NA,"Black","NewCar",2015-10-24,47000
"OCTOBER PROMOTION  MYVI 1.5 SE WITH REBATE OR GIFT FOR ONLY","/new-cars/2424005/october-promotion-myvi-1-5-se-with-rebate-or-gift-for-only.html","Perodua","Myvi","2015","1500cc","Automatic",NA,"White","NewCar",2015-10-23,50368
"2015 Perodua Myvi M600 1.5 Advance Hatchback","/new-cars/2462302/2015-perodua-myvi-m600-1-5-advance-hatchback.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-12-01,58300
"2015 Perodua Alza 1.5 S King In Town","/new-cars/2519411/2015-perodua-alza-1-5-s-king-in-town.html","Perodua","Alza","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-10-22,55832
"2015 Perodua Myvi M600 1.5 Advance Version Crazy Rebate","/new-cars/2538747/2015-perodua-myvi-m600-1-5-advance-version-crazy-rebate.html","Perodua","Myvi","2015","1495cc","Automatic",NA,"Blue","NewCar",2015-10-18,55668
